sample_id	cluster_id	size	mean	std
WGC033391D	0	8432	0.5	0.291547594742
WGC033392D	0	8432	0.5	0.291547594742
WGC033393D	0	8432	0.370125956615	0.00973955624057
WGC033389D	0	8432	0.283758428363	0.00796477405144
WGC033388D	0	8432	0.20009988957	0.00100448385019
WGC033387D	0	8432	0.199997551666	0.000560604708734
WGC033386D	0	8432	0.19472642979	0.00576396606375
WGC033391D	1	1	0.5	0.291547594742
WGC033392D	1	1	0.5	0.291547594742
WGC033393D	1	1	0.5	0.291547594742
WGC033389D	1	1	0.5	0.291547594742
WGC033388D	1	1	0.54534117145	0.205909513151
WGC033387D	1	1	0.5	0.291547594742
WGC033386D	1	1	0.5	0.291547594742
WGC033391D	2	1	0.5	0.291547594742
WGC033392D	2	1	0.5	0.291547594742
WGC033393D	2	1	0.5	0.291547594742
WGC033389D	2	1	0.154489742354	0.0884257018058
WGC033388D	2	1	0.5	0.291547594742
WGC033387D	2	1	0.5	0.291547594742
WGC033386D	2	1	0.5	0.291547594742
WGC033391D	3	1	0.5	0.291547594742
WGC033392D	3	1	0.5	0.291547594742
WGC033393D	3	1	0.792534811047	0.15271741181
WGC033389D	3	1	0.5	0.291547594742
WGC033388D	3	1	0.5	0.291547594742
WGC033387D	3	1	0.5	0.291547594742
WGC033386D	3	1	0.5	0.291547594742
WGC033391D	4	1	0.5	0.291547594742
WGC033392D	4	1	0.5	0.291547594742
WGC033393D	4	1	0.5	0.291547594742
WGC033389D	4	1	0.176774027429	0.0928340649546
WGC033388D	4	1	0.5	0.291547594742
WGC033387D	4	1	0.5	0.291547594742
WGC033386D	4	1	0.5	0.291547594742
WGC033391D	5	1	0.5	0.291547594742
WGC033392D	5	1	0.5	0.291547594742
WGC033393D	5	1	0.5	0.291547594742
WGC033389D	5	1	0.5	0.291547594742
WGC033388D	5	1	0.5	0.291547594742
WGC033387D	5	1	0.573180902066	0.214573169873
WGC033386D	5	1	0.5	0.291547594742
WGC033391D	6	1	0.5	0.291547594742
WGC033392D	6	1	0.5	0.291547594742
WGC033393D	6	1	0.5	0.291547594742
WGC033389D	6	1	0.5	0.291547594742
WGC033388D	6	1	0.5	0.291547594742
WGC033387D	6	1	0.5	0.291547594742
WGC033386D	6	1	0.508222557548	0.226655739659
WGC033391D	7	1	0.5	0.291547594742
WGC033392D	7	1	0.5	0.291547594742
WGC033393D	7	1	0.662011443325	0.194266217076
WGC033389D	7	1	0.5	0.291547594742
WGC033388D	7	1	0.5	0.291547594742
WGC033387D	7	1	0.5	0.291547594742
WGC033386D	7	1	0.5	0.291547594742
WGC033391D	8	2	0.5	0.291547594742
WGC033392D	8	2	0.5	0.291547594742
WGC033393D	8	2	0.5	0.291547594742
WGC033389D	8	2	0.199187887049	0.0902253669411
WGC033388D	8	2	0.5	0.291547594742
WGC033387D	8	2	0.5	0.291547594742
WGC033386D	8	2	0.5	0.291547594742
WGC033391D	9	1	0.5	0.291547594742
WGC033392D	9	1	0.5	0.291547594742
WGC033393D	9	1	0.5	0.291547594742
WGC033389D	9	1	0.19789888256	0.103177524694
WGC033388D	9	1	0.5	0.291547594742
WGC033387D	9	1	0.5	0.291547594742
WGC033386D	9	1	0.5	0.291547594742
WGC033391D	10	1	0.5	0.291547594742
WGC033392D	10	1	0.5	0.291547594742
WGC033393D	10	1	0.64720773842	0.200677916779
WGC033389D	10	1	0.5	0.291547594742
WGC033388D	10	1	0.5	0.291547594742
WGC033387D	10	1	0.5	0.291547594742
WGC033386D	10	1	0.5	0.291547594742
WGC033391D	11	1	0.5	0.291547594742
WGC033392D	11	1	0.5	0.291547594742
WGC033393D	11	1	0.5	0.291547594742
WGC033389D	11	1	0.5	0.291547594742
WGC033388D	11	1	0.5	0.291547594742
WGC033387D	11	1	0.5	0.291547594742
WGC033386D	11	1	0.451913515027	0.172423297458
WGC033391D	12	1	0.5	0.291547594742
WGC033392D	12	1	0.5	0.291547594742
WGC033393D	12	1	0.5	0.291547594742
WGC033389D	12	1	0.5	0.291547594742
WGC033388D	12	1	0.5	0.291547594742
WGC033387D	12	1	0.608144382379	0.184839123922
WGC033386D	12	1	0.5	0.291547594742
WGC033391D	13	1	0.5	0.291547594742
WGC033392D	13	1	0.5	0.291547594742
WGC033393D	13	1	0.5	0.291547594742
WGC033389D	13	1	0.5	0.291547594742
WGC033388D	13	1	0.5	0.291547594742
WGC033387D	13	1	0.733680946815	0.163651282522
WGC033386D	13	1	0.5	0.291547594742
WGC033391D	14	1	0.5	0.291547594742
WGC033392D	14	1	0.5	0.291547594742
WGC033393D	14	1	0.5	0.291547594742
WGC033389D	14	1	0.5	0.291547594742
WGC033388D	14	1	0.5	0.291547594742
WGC033387D	14	1	0.560854350081	0.205140834166
WGC033386D	14	1	0.5	0.291547594742
WGC033391D	15	1	0.5	0.291547594742
WGC033392D	15	1	0.5	0.291547594742
WGC033393D	15	1	0.5	0.291547594742
WGC033389D	15	1	0.5	0.291547594742
WGC033388D	15	1	0.779047729783	0.168190027945
WGC033387D	15	1	0.5	0.291547594742
WGC033386D	15	1	0.5	0.291547594742
WGC033391D	16	1	0.5	0.291547594742
WGC033392D	16	1	0.5	0.291547594742
WGC033393D	16	1	0.5	0.291547594742
WGC033389D	16	1	0.5	0.291547594742
WGC033388D	16	1	0.5	0.291547594742
WGC033387D	16	1	0.5	0.291547594742
WGC033386D	16	1	0.820395177587	0.129927359555
WGC033391D	17	2	0.5	0.291547594742
WGC033392D	17	2	0.5	0.291547594742
WGC033393D	17	2	0.5	0.291547594742
WGC033389D	17	2	0.5	0.291547594742
WGC033388D	17	2	0.5	0.291547594742
WGC033387D	17	2	0.5	0.291547594742
WGC033386D	17	2	0.469720722395	0.158914592175
WGC033391D	18	1	0.5	0.291547594742
WGC033392D	18	1	0.5	0.291547594742
WGC033393D	18	1	0.5	0.291547594742
WGC033389D	18	1	0.0830639039927	0.0902932458737
WGC033388D	18	1	0.5	0.291547594742
WGC033387D	18	1	0.5	0.291547594742
WGC033386D	18	1	0.5	0.291547594742
WGC033391D	19	1	0.5	0.291547594742
WGC033392D	19	1	0.5	0.291547594742
WGC033393D	19	1	0.5	0.291547594742
WGC033389D	19	1	0.5	0.291547594742
WGC033388D	19	1	0.5	0.291547594742
WGC033387D	19	1	0.667402032575	0.16905116306
WGC033386D	19	1	0.5	0.291547594742
WGC033391D	20	1	0.5	0.291547594742
WGC033392D	20	1	0.5	0.291547594742
WGC033393D	20	1	0.803617992893	0.164383809033
WGC033389D	20	1	0.5	0.291547594742
WGC033388D	20	1	0.5	0.291547594742
WGC033387D	20	1	0.5	0.291547594742
WGC033386D	20	1	0.5	0.291547594742
WGC033391D	21	69	0.5	0.291547594742
WGC033392D	21	69	0.5	0.291547594742
WGC033393D	21	69	0.5	0.291547594742
WGC033389D	21	69	0.0488084772305	0.00766813566405
WGC033388D	21	69	0.5	0.291547594742
WGC033387D	21	69	0.5	0.291547594742
WGC033386D	21	69	0.473013357588	0.0280352657239
WGC033391D	22	1	0.5	0.291547594742
WGC033392D	22	1	0.5	0.291547594742
WGC033393D	22	1	0.5	0.291547594742
WGC033389D	22	1	0.5	0.291547594742
WGC033388D	22	1	0.5	0.291547594742
WGC033387D	22	1	0.5	0.291547594742
WGC033386D	22	1	0.535312249225	0.196948701675
WGC033391D	23	1	0.5	0.291547594742
WGC033392D	23	1	0.5	0.291547594742
WGC033393D	23	1	0.5	0.291547594742
WGC033389D	23	1	0.5	0.291547594742
WGC033388D	23	1	0.5	0.291547594742
WGC033387D	23	1	0.61964467366	0.233275374275
WGC033386D	23	1	0.5	0.291547594742
WGC033391D	24	1	0.5	0.291547594742
WGC033392D	24	1	0.5	0.291547594742
WGC033393D	24	1	0.673512750853	0.179961923627
WGC033389D	24	1	0.5	0.291547594742
WGC033388D	24	1	0.5	0.291547594742
WGC033387D	24	1	0.5	0.291547594742
WGC033386D	24	1	0.5	0.291547594742
WGC033391D	25	1	0.5	0.291547594742
WGC033392D	25	1	0.5	0.291547594742
WGC033393D	25	1	0.5	0.291547594742
WGC033389D	25	1	0.5	0.291547594742
WGC033388D	25	1	0.5	0.291547594742
WGC033387D	25	1	0.61896900813	0.214744302138
WGC033386D	25	1	0.5	0.291547594742
