sample_id	cluster_id	size	mean	std
313953-S	0	1335	0.7672631170265924	0.02161450482637677
313953-TP	0	1335	0.9795754654663087	0.017322399950799566
313953-TC-2	0	1335	0.9847546983665276	0.013984484218436963
313953-S	1	1	0.5000000000000003	0.2915475947422644
313953-TP	1	1	0.33576004043448	0.21624645082879781
313953-TC-2	1	1	0.5000000000000003	0.2915475947422644
313953-S	2	1	0.5000000000000003	0.2915475947422644
313953-TP	2	1	0.5000000000000003	0.2915475947422644
313953-TC-2	2	1	0.4064034998383197	0.2209482095569336
313953-S	3	1	0.5000000000000003	0.2915475947422644
313953-TP	3	1	0.5000000000000003	0.2915475947422644
313953-TC-2	3	1	0.3338508910590073	0.21591881518894568
313953-S	4	1	0.5000000000000003	0.2915475947422644
313953-TP	4	1	0.5000000000000003	0.2915475947422644
313953-TC-2	4	1	0.38394951022887686	0.2135188326999849
313953-S	5	1	0.5000000000000003	0.2915475947422644
313953-TP	5	1	0.4275564262066889	0.23741950026001216
313953-TC-2	5	1	0.4227034965803191	0.23844677463898767
313953-S	6	1	0.5000000000000003	0.2915475947422644
313953-TP	6	1	0.3431373515244114	0.21915585510170574
313953-TC-2	6	1	0.5000000000000003	0.2915475947422644
313953-S	7	1	0.5000000000000003	0.2915475947422644
313953-TP	7	1	0.5000000000000003	0.2915475947422644
313953-TC-2	7	1	0.3471762957054062	0.22209130316207523
313953-S	8	1	0.5000000000000003	0.2915475947422644
313953-TP	8	1	0.5000000000000003	0.2915475947422644
313953-TC-2	8	1	0.401051190371345	0.21634114863952003
313953-S	9	1	0.4134599305739024	0.21909118031689132
313953-TP	9	1	0.5000000000000003	0.2915475947422644
313953-TC-2	9	1	0.43954267969668614	0.22620038695401318
313953-S	10	1	0.5000000000000003	0.2915475947422644
313953-TP	10	1	0.4159176392002589	0.2359952402595769
313953-TC-2	10	1	0.5000273541702024	0.24427415562300045
313953-S	11	1	0.5000000000000003	0.2915475947422644
313953-TP	11	1	0.5000000000000003	0.2915475947422644
313953-TC-2	11	1	0.3651468955773093	0.20534250753621908
